"","SNP Name","Position (cM)","Mean LOD","Mean P Value","Variance LOD","Variance P Value","Joint LOD","Joint P Value","Mean Est Intercept","Mean SE Intercept","Var Est Intercept","Var SE Intercept","Mean Est QTL","Mean SE QTL","Var Est QTL","Var SE QTL","Mean Est plotstructure","Mean SE plotstructure","A Mean Est","A Mean Lower Bound","A Mean Upper Bound","A Standard Deviation Est","A Standard Deviation Lower Bound","A Standard Deviation Upper Bound","B Mean Est","B Mean Lower Bound","B Mean Upper Bound","B Standard Deviation Est","B Standard Deviation Lower Bound","B Standard Deviation Upper Bound"
"242","umc2232",469.29,11.3573778886211,0.00341803674362301,4.39135419342067,0.11128318651021,12.9019408125627,0.0117650015330628,64.4384645462154,0.99094662483482,4.91071664147872,0.162625757873005,-1.88376509839288,0.321672291462922,0.0140811660846689,0.0140811660846689,-0.892780734046346,0.606109671817388,59.7614138438881,59.7614138438881,59.7614138438881,59.7614138438881,59.7614138438881,59.7614138438881,59.7614138438881,59.7614138438881,59.7614138438881,59.7614138438881,59.7614138438881,59.7614138438881
"243","umc1395",470.09,10.4569338762629,0.00536173888251796,4.38862973941373,0.11143488277082,12.0006765983538,0.017346234586884,64.1899144115327,0.986297735103103,4.92247608708222,0.16988221139668,-1.75493197056587,0.320595945861923,0.0117700788121292,0.0117700788121292,-0.859144406741805,0.606554685985933,59.3001485884101,59.3001485884101,59.3001485884101,59.3001485884101,59.3001485884101,59.3001485884101,59.3001485884101,59.3001485884101,59.3001485884101,59.3001485884101,59.3001485884101,59.3001485884101
"244","umc1321",471.59,10.3017082705883,0.00579445336544723,4.40684670031951,0.11042448888138,11.8473640377943,0.018523143900621,64.4810240628259,1.01269586097173,4.91454354600235,0.180658625896403,-1.7729328599133,0.327566710015282,0.0166930708127188,0.0166930708127188,-0.992886656537169,0.606609193585426,58.9660159074476,58.9660159074476,58.9660159074476,58.9660159074476,58.9660159074476,58.9660159074476,58.9660159074476,58.9660159074476,58.9660159074476,58.9660159074476,58.9660159074476,58.9660159074476
"245","umc2233",472.89,7.25694841142377,0.0265566735327898,7.827578190659,0.0199647093743546,14.8720432802295,0.0049741000844019,65.2309057339678,1.00584937617327,4.95856593473569,0.17049483195708,-1.85627251183177,0.338650175451924,-0.00276095325324,-0.00276095325324,-1.4044912995643,0.587967499986235,59.8026685393259,59.8026685393259,59.8026685393259,59.8026685393259,59.8026685393259,59.8026685393259,59.8026685393259,59.8026685393259,59.8026685393259,59.8026685393259,59.8026685393259,59.8026685393259
"246","umc1603",474.29,11.8231065199893,0.00270797742603678,7.47100088865912,0.0238612268646109,15.4382196163775,0.00387351598285482,64.7943190753126,1.02063948348066,4.96623614468234,0.170134477168079,-1.94853157019219,0.337481786096824,-0.0110216949463155,-0.0110216949463155,-1.02502289670805,0.602086415930982,58.4904361132364,58.4904361132364,58.4904361132364,58.4904361132364,58.4904361132364,58.4904361132364,58.4904361132364,58.4904361132364,58.4904361132364,58.4904361132364,58.4904361132364,58.4904361132364
"247","gpm692a",474.55,10.9052620786216,0.00428501580148776,4.37683407715152,0.112094048805773,12.5731032341848,0.0135614887565432,64.6801335985072,1.02512658450461,4.95723639205709,0.178549480952285,-1.90793876897594,0.337448072269945,-0.0129304914970046,-0.0129304914970046,-0.958590299571513,0.606075098165256,60.1138273491215,60.1138273491215,60.1138273491215,60.1138273491215,60.1138273491215,60.1138273491215,60.1138273491215,60.1138273491215,60.1138273491215,60.1138273491215,60.1138273491215,60.1138273491215
"248","gpm29",479.54,10.37786560774,0.00557795641315873,3.86035498329018,0.14512243817728,11.7806863600632,0.0190588772643572,64.6742643552132,1.02567104819593,4.95675754431293,0.176829898021431,-1.90639708204554,0.337616559294115,-0.0122739517504228,-0.0122739517504228,-0.964454087046795,0.606351825667932,60.4484272128749,60.4484272128749,60.4484272128749,60.4484272128749,60.4484272128749,60.4484272128749,60.4484272128749,60.4484272128749,60.4484272128749,60.4484272128749,60.4484272128749,60.4484272128749
"249","gpm349",481.2,7.8090495363402,0.0201505283886776,3.90617870436072,0.141835215113391,9.07931962419525,0.0591471590686079,64.1166294601872,1.02790315001881,4.92812238604725,0.173722302965753,-1.51668761930103,0.340143781878733,0.0122503555498458,0.0122503555498458,-0.94896275614338,0.608071219812927,60.8983679525223,60.8983679525223,60.8983679525223,60.8983679525223,60.8983679525223,60.8983679525223,60.8983679525223,60.8983679525223,60.8983679525223,60.8983679525223,60.8983679525223,60.8983679525223
"250","gpm150b",483.14,8.63308672978142,0.013345935934149,4.06470161039141,0.13102713953756,9.98311539287525,0.0407130634547724,64.2192549336113,1.01402210339564,4.90350416966639,0.177243776536595,-1.61999804700613,0.33473927953569,0.0247277344667209,0.0247277344667209,-0.924645728096635,0.607717431723836,60.5013192612137,60.5013192612137,60.5013192612137,60.5013192612137,60.5013192612137,60.5013192612137,60.5013192612137,60.5013192612137,60.5013192612137,60.5013192612137,60.5013192612137,60.5013192612137
"251","uaz276",484.29,8.76570107549491,0.0124897054530171,4.2234716786772,0.121027699349649,10.1949210177877,0.0372691961349423,64.2231939849086,1.01381222239257,4.9035347664834,0.176682332675726,-1.62002546560174,0.33463785934728,0.0247911867495302,0.0247911867495302,-0.924762965874925,0.607672620762458,59.8864985163205,59.8864985163205,59.8864985163205,59.8864985163205,59.8864985163205,59.8864985163205,59.8864985163205,59.8864985163205,59.8864985163205,59.8864985163205,59.8864985163205,59.8864985163205
"252","IDP2452",488.4,5.42908583127762,0.0662352211727515,5.02043193494731,0.0812506898396927,7.55965967550083,0.109107145789284,62.9494757230296,1.02640402593438,5.03787161405554,0.160863529139893,-0.836234400138206,0.339364577335118,-0.0543626297417687,-0.0543626297417687,-0.870369335509715,0.608730714498078,60.1309441764301,60.1309441764301,60.1309441764301,60.1309441764301,60.1309441764301,60.1309441764301,60.1309441764301,60.1309441764301,60.1309441764301,60.1309441764301,60.1309441764301,60.1309441764301
"253","gpm931b",488.95,2.67615479781402,0.262349577601731,2.65525692112666,0.265105223879795,4.52605230236681,0.33946951862734,62.8836829905562,1.03535129541067,5.0614604011184,0.166829718330268,-0.798992362492991,0.342421861273984,-0.06234187422124,-0.06234187422124,-0.863496959793049,0.609959868331758,61.2086190009795,61.2086190009795,61.2086190009795,61.2086190009795,61.2086190009795,61.2086190009795,61.2086190009795,61.2086190009795,61.2086190009795,61.2086190009795,61.2086190009795,61.2086190009795
"254","mbd106",491.44,5.78752390507969,0.0553675303098626,4.92658018888564,0.0851543238079921,7.88857432945923,0.0957461976650274,63.1559202772369,1.03345787901975,5.03378152825914,0.159784862956637,-0.959725008573309,0.341592340936061,-0.0540539999637975,-0.0540539999637975,-0.881856628373348,0.60870833168534,60.0146764509673,60.0146764509673,60.0146764509673,60.0146764509673,60.0146764509673,60.0146764509673,60.0146764509673,60.0146764509673,60.0146764509673,60.0146764509673,60.0146764509673,60.0146764509673
"255","gpm618",493.66,4.7175145848296,0.0945376328616958,4.83727716110564,0.0890427595225397,6.70455403664767,0.152349530132293,62.6226300537198,1.02705029304401,5.03816445276219,0.160110701328617,-0.614764346164299,0.335823422046641,-0.0515931304391166,-0.0515931304391166,-0.875104404405341,0.609295491608891,61.3961089494163,61.3961089494163,61.3961089494163,61.3961089494163,61.3961089494163,61.3961089494163,61.3961089494163,61.3961089494163,61.3961089494163,61.3961089494163,61.3961089494163,61.3961089494163
"256","umc67a",494.99,4.76051571431561,0.0925267157580671,4.87672132626492,0.0873038546423562,6.77284334006516,0.14839051213994,62.6138655857314,1.02718679814761,5.03905836727365,0.160056743422975,-0.611046554103853,0.335911029515021,-0.0520027641426195,-0.0520027641426195,-0.8734525199768,0.609241898409307,59.3685152057245,59.3685152057245,59.3685152057245,59.3685152057245,59.3685152057245,59.3685152057245,59.3685152057245,59.3685152057245,59.3685152057245,59.3685152057245,59.3685152057245,59.3685152057245
"257","IDP386",498.15,4.97026011549298,0.0833147180829342,4.61255510002663,0.0996314351717248,6.69028412745011,0.153188879928515,62.7011851668968,1.01026295341339,5.00254743237081,0.159542475938172,-0.663686124023032,0.326146909486486,-0.0298330778773619,-0.0298330778773619,-0.89785663314311,0.609605311555777,59.8457261987491,59.8457261987491,59.8457261987491,59.8457261987491,59.8457261987491,59.8457261987491,59.8457261987491,59.8457261987491,59.8457261987491,59.8457261987491,59.8457261987491,59.8457261987491
"258","gpm229",498.41,4.7614525002052,0.0924833870454249,4.52474349178615,0.104103285184269,6.39545570136743,0.17149786529491,62.5831146977633,1.0023751737852,4.99363294155928,0.156704239237051,-0.58487335193661,0.323235789633097,-0.0223145151828714,-0.0223145151828714,-0.896712746059599,0.609713101739221,61.17421875,61.17421875,61.17421875,61.17421875,61.17421875,61.17421875,61.17421875,61.17421875,61.17421875,61.17421875,61.17421875,61.17421875
"259","gpm4",498.42,4.76088916576056,0.0925094402531599,4.52427507020508,0.104127670152489,6.39462803594219,0.171551937305425,62.5831247542349,1.00237607315744,4.99363390630747,0.156703986710744,-0.584879276373118,0.323236066040054,-0.022313659393485,-0.022313659393485,-0.896725439471141,0.609713593326891,61.17421875,61.17421875,61.17421875,61.17421875,61.17421875,61.17421875,61.17421875,61.17421875,61.17421875,61.17421875,61.17421875,61.17421875
"260","umc1972",501.7,7.15959418313526,0.0278813550433668,7.41730081250225,0.0245105802858004,10.32514854484,0.0352926807475351,62.3512325699602,0.979202086750412,5.01173565044904,0.157140522163847,-0.627910678873043,0.327823085042811,-0.029995474459988,-0.029995474459988,-0.73427630766217,0.592816400149233,60.1040293040293,60.1040293040293,60.1040293040293,60.1040293040293,60.1040293040293,60.1040293040293,60.1040293040293,60.1040293040293,60.1040293040293,60.1040293040293,60.1040293040293,60.1040293040293
"261","IDP741",503.17,4.33304172789278,0.114575548201504,4.26747874762562,0.118393746599125,7.51460833779248,0.111066849393151,63.2896735157427,1.00100571607329,5.01192984990171,0.161696339797391,-1.1624081219796,0.319282578471011,-0.0399301832602242,-0.0399301832602242,-0.871257612851142,0.61116397706672,59.8678678678679,59.8678678678679,59.8678678678679,59.8678678678679,59.8678678678679,59.8678678678679,59.8678678678679,59.8678678678679,59.8678678678679,59.8678678678679,59.8678678678679,59.8678678678679
"262","IDP4037",504.06,3.14782606371419,0.207232685630263,3.81790520132648,0.148235567147987,6.53591184035724,0.162541664236724,63.2209647664751,1.00863321337439,5.03041090074543,0.157948270251805,-1.04997287584512,0.323009391116688,-0.0487302385260276,-0.0487302385260276,-0.908214351685705,0.611006026709101,59.9486988847584,59.9486988847584,59.9486988847584,59.9486988847584,59.9486988847584,59.9486988847584,59.9486988847584,59.9486988847584,59.9486988847584,59.9486988847584,59.9486988847584,59.9486988847584
"263","IDP4052",505.7,3.38902143163228,0.183689083206972,4.55550673823309,0.102514259898764,6.01033403242671,0.198377849776326,62.4834360260586,0.987905599142057,4.95678207402019,0.154321910784165,-0.554388439074789,0.31658131438274,0.0102668880569333,0.0102668880569333,-0.89242908656358,0.612172879198226,60.3421667965705,60.3421667965705,60.3421667965705,60.3421667965705,60.3421667965705,60.3421667965705,60.3421667965705,60.3421667965705,60.3421667965705,60.3421667965705,60.3421667965705,60.3421667965705
"264","umc1812",506.6,5.07774427972076,0.0789554002399494,4.54596667425064,0.103004424318619,6.75975836076813,0.149141756298361,62.7697403330036,0.971594306095745,4.90730822826103,0.15533280734444,-0.701706980621133,0.311369378787061,0.0271233564922522,0.0271233564922522,-0.948685991787132,0.610413800654176,59.9324026451139,59.9324026451139,59.9324026451139,59.9324026451139,59.9324026451139,59.9324026451139,59.9324026451139,59.9324026451139,59.9324026451139,59.9324026451139,59.9324026451139,59.9324026451139
"265","IDP1703",509.1,4.26528174859527,0.118523873531465,4.50009385539481,0.105394278535001,5.83444386814401,0.211857961496432,61.453023406433,0.954958081698768,4.98344078903768,0.155482080120112,0.316674874955809,0.301859798909615,-0.00154580256622893,-0.00154580256622893,-0.933650675135924,0.609641552029488,61.2280071813285,61.2280071813285,61.2280071813285,61.2280071813285,61.2280071813285,61.2280071813285,61.2280071813285,61.2280071813285,61.2280071813285,61.2280071813285,61.2280071813285,61.2280071813285
"266","myb6",513.1,4.12727308258061,0.126991320003259,4.55290529125012,0.102647689363434,5.75958913548238,0.217836093869836,61.6140289803331,0.951855294573891,4.95823048057943,0.163890576076346,0.215811934949306,0.299738398303792,0.0162103052536701,0.0162103052536701,-0.960350118315246,0.609809153817385,60.4457142857143,60.4457142857143,60.4457142857143,60.4457142857143,60.4457142857143,60.4457142857143,60.4457142857143,60.4457142857143,60.4457142857143,60.4457142857143,60.4457142857143,60.4457142857143
"267","umc1590",515.4,4.04361267964157,0.132416060519194,4.49275941495565,0.10578149212908,5.64644611457801,0.227153504642344,61.5852683715717,0.951909129619536,4.96132655436656,0.162549379039873,0.228406796172367,0.299469965907581,0.0157410381940387,0.0157410381940387,-0.951521109261949,0.609962271271319,60.7447168216399,60.7447168216399,60.7447168216399,60.7447168216399,60.7447168216399,60.7447168216399,60.7447168216399,60.7447168216399,60.7447168216399,60.7447168216399,60.7447168216399,60.7447168216399
"268","AY109499",516.1,4.22645874803917,0.120847075201102,4.50342702025672,0.105218776566941,5.83616026905041,0.211722597756062,61.4677203958916,0.947943955110297,4.96052846875526,0.151994545792635,0.351618718713671,0.299564944867811,0.0179554930903317,0.0179554930903317,-0.965974213103626,0.609841171680061,60.8088235294118,60.8088235294118,60.8088235294118,60.8088235294118,60.8088235294118,60.8088235294118,60.8088235294118,60.8088235294118,60.8088235294118,60.8088235294118,60.8088235294118,60.8088235294118
"269","AY110566",517.3,0.208634405536813,0.900939471596673,1.2792065324534,0.527501660258864,1.47288574407952,0.831433318564338,62.0201555543821,0.939580525990022,4.91009823673811,0.160922035938933,0.247264278002362,0.301877374098961,0.0519501602124806,0.0519501602124806,-1.21532709286908,0.605362503290943,61.1559707554833,61.1559707554833,61.1559707554833,61.1559707554833,61.1559707554833,61.1559707554833,61.1559707554833,61.1559707554833,61.1559707554833,61.1559707554833,61.1559707554833,61.1559707554833
"270","bnl5.59a",518.8,4.31192404308232,0.115791742862983,4.6741670558336,0.0966089851690552,6.07581338487775,0.193557572167283,61.5105695102377,0.952547612659637,4.94382695599494,0.154878344333747,0.33268081076424,0.301312596017118,0.0307766363108868,0.0307766363108868,-0.990502503414734,0.609460346958402,60.6422413793103,60.6422413793103,60.6422413793103,60.6422413793103,60.6422413793103,60.6422413793103,60.6422413793103,60.6422413793103,60.6422413793103,60.6422413793103,60.6422413793103,60.6422413793103
"271","IDP846",520.8,5.96534792538676,0.0506571971466327,4.48905649048809,0.105977523983579,7.55252111098851,0.109415510001383,60.7132759984991,0.967349732944102,4.95997650046726,0.149867567141068,0.911098595603555,0.303280566735188,0.0194314512360292,0.0194314512360292,-0.936381334757296,0.607933119891646,61.7005597014925,61.7005597014925,61.7005597014925,61.7005597014925,61.7005597014925,61.7005597014925,61.7005597014925,61.7005597014925,61.7005597014925,61.7005597014925,61.7005597014925,61.7005597014925
"272","php20654",521.7,5.98647809777856,0.0501248167666993,4.53888011641586,0.103370045089364,7.59728268349788,0.107495260828263,60.7076353798555,0.967450429047981,4.96079213358181,0.149849168861034,0.913149358175455,0.303283461303973,0.019155369945627,0.019155369945627,-0.934549163553068,0.60793290206637,60.3731473408893,60.3731473408893,60.3731473408893,60.3731473408893,60.3731473408893,60.3731473408893,60.3731473408893,60.3731473408893,60.3731473408893,60.3731473408893,60.3731473408893,60.3731473408893
"273","AY110296",522.3,6.12578999075993,0.0467521518523267,4.53526484685575,0.103557069362949,7.72606966737632,0.102143954781538,60.6657958277116,0.967187455292409,4.96342013034652,0.149773258030116,0.944284749681474,0.302594655739775,0.0178545293880252,0.0178545293880252,-0.930964814919036,0.607823737002429,61.67202268431,61.67202268431,61.67202268431,61.67202268431,61.67202268431,61.67202268431,61.67202268431,61.67202268431,61.67202268431,61.67202268431,61.67202268431,61.67202268431
"274","asg58",524.1,7.09717009865128,0.0287653123706468,5.47154706734387,0.0648438288140682,9.75425838982206,0.0447769946208035,60.2601009210253,0.968956345039247,5.07552684648091,0.164663934558887,1.1608606319426,0.305088215013034,-0.068549330448359,-0.068549330448359,-0.799801011574744,0.605266001856056,61.3822784810126,61.3822784810126,61.3822784810126,61.3822784810126,61.3822784810126,61.3822784810126,61.3822784810126,61.3822784810126,61.3822784810126,61.3822784810126,61.3822784810126,61.3822784810126
"275","umc1811",524.8,7.14659322210683,0.0280631876077607,5.71968115219827,0.0572778910024361,10.0874683941849,0.038979783789232,60.2185280276808,0.97130438403855,5.08361378544427,0.163070938829081,1.18374288301446,0.308602292687306,-0.0769758024976125,-0.0769758024976125,-0.806028868092062,0.604938697162861,61.4493127147766,61.4493127147766,61.4493127147766,61.4493127147766,61.4493127147766,61.4493127147766,61.4493127147766,61.4493127147766,61.4493127147766,61.4493127147766,61.4493127147766,61.4493127147766
"276","bnlg2057",526,7.15011368985438,0.0280138332846464,5.70704643167652,0.0576408814383431,10.0861735400863,0.0390008501646122,60.2224428930405,0.971268465956765,5.08308619315979,0.162791946848967,1.18230313121044,0.308614087183025,-0.0768648610405664,-0.0768648610405664,-0.807068669263798,0.604914960794129,60.89358245329,60.89358245329,60.89358245329,60.89358245329,60.89358245329,60.89358245329,60.89358245329,60.89358245329,60.89358245329,60.89358245329,60.89358245329,60.89358245329
"277","umc2234",527.4,7.00152583456847,0.0301743541024171,5.11610535631794,0.0774554243201656,9.51232932842749,0.0494945226931075,60.2206541089156,0.968684865405934,5.07510759938436,0.168355532974634,1.1392251856368,0.306369009763656,-0.0680046755117939,-0.0680046755117939,-0.754603931828199,0.60468492635378,61.7971962616822,61.7971962616822,61.7971962616822,61.7971962616822,61.7971962616822,61.7971962616822,61.7971962616822,61.7971962616822,61.7971962616822,61.7971962616822,61.7971962616822,61.7971962616822
"278","mbd119",527.67,5.49284092720742,0.0641571033581714,6.20088803904135,0.0450292041084472,8.95058863165839,0.0623464662019357,60.5956133580237,0.966816764843661,5.0926634931163,0.149892157972662,0.826676234769003,0.307258970626244,-0.0931647929589526,-0.0931647929589526,-0.745501161040059,0.605462738246469,60.8084922010399,60.8084922010399,60.8084922010399,60.8084922010399,60.8084922010399,60.8084922010399,60.8084922010399,60.8084922010399,60.8084922010399,60.8084922010399,60.8084922010399,60.8084922010399
"279","bnlg1598",531.2,1.66245365744231,0.435514656549872,2.81425998778964,0.244844982325426,3.59491559686017,0.463593715813949,62.3344828875776,0.958028594188644,4.96319197054723,0.1575729843454,-0.244820998271966,0.315523450319561,-0.0233027534800054,-0.0233027534800054,-1.10088036083928,0.605114364953608,60.1313993174061,60.1313993174061,60.1313993174061,60.1313993174061,60.1313993174061,60.1313993174061,60.1313993174061,60.1313993174061,60.1313993174061,60.1313993174061,60.1313993174061,60.1313993174061
"280","umc1123",533.5,6.17976356920798,0.0455073337541354,2.1485002280619,0.34155378568376,6.96067028363301,0.137981275233298,61.9676314416349,0.958194029452973,4.9351940032031,0.158036801583058,-0.112677076581995,0.321247263447365,-0.0179219873813713,-0.0179219873813713,-1.13016013476728,0.60363035838421,59.2808112324493,59.2808112324493,59.2808112324493,59.2808112324493,59.2808112324493,59.2808112324493,59.2808112324493,59.2808112324493,59.2808112324493,59.2808112324493,59.2808112324493,59.2808112324493
"281","AY104360",539.7,4.36563861922075,0.112723280400525,4.45079835578113,0.108024289119367,5.91400283327942,0.205663303533472,61.3796661225107,0.964769112949168,4.97317994183411,0.156911031692916,0.364835385403238,0.308854213591478,0.00225836563088118,0.00225836563088118,-0.931540250198527,0.609727817863328,60.7979066022544,60.7979066022544,60.7979066022544,60.7979066022544,60.7979066022544,60.7979066022544,60.7979066022544,60.7979066022544,60.7979066022544,60.7979066022544,60.7979066022544,60.7979066022544
"282","mmp156",542.6,4.49364200873487,0.10573482138421,4.56308653681723,0.102126476471969,6.1489191803194,0.188299505740671,61.2852721618618,0.959949595037087,5.00019853268861,0.152141143204528,0.437128309756342,0.305998318093291,-0.0202750457108675,-0.0202750457108675,-0.91303857804186,0.609334052555268,60.8624641833811,60.8624641833811,60.8624641833811,60.8624641833811,60.8624641833811,60.8624641833811,60.8624641833811,60.8624641833811,60.8624641833811,60.8624641833811,60.8624641833811,60.8624641833811
"283","bnlg1057",546.7,4.02696022698615,0.1335231893149,4.98982218595769,0.0825037862315488,6.12179464183549,0.190235337145327,61.8793175884529,0.965538209906407,4.90403722390172,0.182893821549394,-0.0367112194953307,0.30267850695326,0.0512109090798226,0.0512109090798226,-0.938077404810232,0.609366919070238,60.4493670886076,60.4493670886076,60.4493670886076,60.4493670886076,60.4493670886076,60.4493670886076,60.4493670886076,60.4493670886076,60.4493670886076,60.4493670886076,60.4493670886076,60.4493670886076
"284","umc1396",546.8,4.02586138724207,0.13359656976498,4.98861015509701,0.082553799952079,6.12005886431803,0.190359819816317,61.8794269426857,0.965536469675597,4.90402008611981,0.182923003268069,-0.0367001137102341,0.30267798247557,0.0512145180816617,0.0512145180816617,-0.938155042483566,0.609367739796268,60.1577208918249,60.1577208918249,60.1577208918249,60.1577208918249,60.1577208918249,60.1577208918249,60.1577208918249,60.1577208918249,60.1577208918249,60.1577208918249,60.1577208918249,60.1577208918249
"285","nact15",547.22,4.01932931833263,0.134033614077261,4.97660067580135,0.0830510053281749,6.10699352357423,0.191299148205315,61.8792678297106,0.965559361659927,4.90403493243381,0.183101913521431,-0.0365996102397543,0.302691632403054,0.0512069777723853,0.0512069777723853,-0.938216296632071,0.609374476867028,60.760162601626,60.760162601626,60.760162601626,60.760162601626,60.760162601626,60.760162601626,60.760162601626,60.760162601626,60.760162601626,60.760162601626,60.760162601626,60.760162601626
"286","umc2235",548.4,4.14846340153803,0.125652929466334,5.12538388117298,0.0770969205199138,6.31936291343253,0.176533793158736,61.8701160201368,0.965472434976354,4.90477761057769,0.181275208376024,-0.0363786737755903,0.302710506640585,0.0512630859373322,0.0512630859373322,-0.932374550149057,0.609225587441621,60.0719729043184,60.0719729043184,60.0719729043184,60.0719729043184,60.0719729043184,60.0719729043184,60.0719729043184,60.0719729043184,60.0719729043184,60.0719729043184,60.0719729043184,60.0719729043184
"287","umc1748",552,0.0591226844653711,0.970871320400082,3.10660946498007,0.211547708783328,3.13537928683875,0.535431068896844,62.31679976299,0.967153127997657,4.92908736143958,0.174413011119299,-0.127892135334402,0.309356215636205,0.0385710034149488,0.0385710034149488,-1.12757460281259,0.602694693653181,60.7334024896265,60.7334024896265,60.7334024896265,60.7334024896265,60.7334024896265,60.7334024896265,60.7334024896265,60.7334024896265,60.7334024896265,60.7334024896265,60.7334024896265,60.7334024896265
"288","umc1919a",554.2,4.18800195904816,0.123193254782442,4.82972321313992,0.0893797076301742,5.98868236144508,0.199995077335069,61.8461810453399,0.984370272323249,4.94224611451013,0.182731204325615,-0.0299730004485368,0.309385697395803,0.0224441924343505,0.0224441924343505,-0.921029120271474,0.609747069947195,60.4593155893536,60.4593155893536,60.4593155893536,60.4593155893536,60.4593155893536,60.4593155893536,60.4593155893536,60.4593155893536,60.4593155893536,60.4593155893536,60.4593155893536,60.4593155893536
"289","bnlg1615",556,5.06826195488833,0.0793306294244916,4.48374559711346,0.106259315624325,6.68798030049649,0.153324784181823,60.9063812577023,0.984646817264804,4.99146769170189,0.169922199166254,0.685517491653446,0.311663031812718,-0.0168934098212339,-0.0168934098212339,-0.904839900076199,0.609249049791911,60.698738170347,60.698738170347,60.698738170347,60.698738170347,60.698738170347,60.698738170347,60.698738170347,60.698738170347,60.698738170347,60.698738170347,60.698738170347,60.698738170347
"290","csu805",556.9,5.26239413696974,0.0719922310058252,4.51170837528741,0.104784000299969,6.91230101780535,0.14059593242227,60.8421108808199,0.981754611172424,4.9949032982783,0.159828416320215,0.737773073549717,0.309144925877169,-0.0194587221897964,-0.0194587221897964,-0.892124610565671,0.609084703165093,61.0836012861736,61.0836012861736,61.0836012861736,61.0836012861736,61.0836012861736,61.0836012861736,61.0836012861736,61.0836012861736,61.0836012861736,61.0836012861736,61.0836012861736,61.0836012861736
"291","gpm688",557.88,5.240353090199,0.0727900109732732,4.48967347152918,0.105944835964271,6.87768411866255,0.142494979090242,60.8421329506572,0.981797296178773,4.99496880751891,0.15983486797991,0.738070732725535,0.309161921231192,-0.0194955250305092,-0.0194955250305092,-0.892878332139208,0.60909970588216,61.9214659685864,61.9214659685864,61.9214659685864,61.9214659685864,61.9214659685864,61.9214659685864,61.9214659685864,61.9214659685864,61.9214659685864,61.9214659685864,61.9214659685864,61.9214659685864
"292","gpm894",557.89,5.2402937815344,0.0727921695444521,4.48965460686354,0.105945835275937,6.87761063303565,0.142499035297759,60.8421362529522,0.981797461999146,4.99496934890008,0.159834886573858,0.738074158114673,0.309161993589238,-0.0194957182798483,-0.0194957182798483,-0.892886264335997,0.609099728825747,61.8305744888024,61.8305744888024,61.8305744888024,61.8305744888024,61.8305744888024,61.8305744888024,61.8305744888024,61.8305744888024,61.8305744888024,61.8305744888024,61.8305744888024,61.8305744888024
"293","gpm169",558.46,3.80129416767077,0.149471867093601,1.25795329290537,0.533137109689926,4.25755994557773,0.372269647182495,60.6734741807271,0.982112156969002,4.98759713233909,0.159468486743707,0.780735148623439,0.314916647965414,-0.0174681455343046,-0.0174681455343046,-0.872606383851254,0.603950774589434,61.7014297729184,61.7014297729184,61.7014297729184,61.7014297729184,61.7014297729184,61.7014297729184,61.7014297729184,61.7014297729184,61.7014297729184,61.7014297729184,61.7014297729184,61.7014297729184
"294","AY111153",559.41,4.69428681597292,0.0956419824852538,4.44057573558495,0.108577848260229,6.24314854452288,0.181710761794514,61.0722198073376,0.988063905587263,4.97476498176645,0.158696535628583,0.552934433760047,0.316169750474879,-0.00281505357623452,-0.00281505357623452,-0.920955985469351,0.609535532168702,60.9642301710731,60.9642301710731,60.9642301710731,60.9642301710731,60.9642301710731,60.9642301710731,60.9642301710731,60.9642301710731,60.9642301710731,60.9642301710731,60.9642301710731,60.9642301710731
"295","gpm906a",559.45,4.76237584080766,0.0924407000666821,4.44286756313619,0.108453498668742,6.31219068391743,0.17701526128318,61.0558193486334,0.987970878425444,4.97477700500867,0.158738509288103,0.552497645856858,0.316226802493092,-0.00280911319049766,-0.00280911319049766,-0.90887909204389,0.609355472174292,62.0447470817121,62.0447470817121,62.0447470817121,62.0447470817121,62.0447470817121,62.0447470817121,62.0447470817121,62.0447470817121,62.0447470817121,62.0447470817121,62.0447470817121,62.0447470817121
"296","gpm906b",561,4.95945065983643,0.0837662305100551,3.69686803737254,0.15748358967473,6.07066712847516,0.193932600920962,61.0198829600218,0.981843572984066,4.97825266423814,0.17042770751588,0.397863057710197,0.313735433370667,-0.00887817657912339,-0.00887817657912339,-0.752565360378154,0.603091845294328,60.8420056764428,60.8420056764428,60.8420056764428,60.8420056764428,60.8420056764428,60.8420056764428,60.8420056764428,60.8420056764428,60.8420056764428,60.8420056764428,60.8420056764428,60.8420056764428
"297","IDP168",562.02,4.29648273680951,0.116689190729577,4.44373132343096,0.108406669868695,5.84862805595115,0.210741616561756,61.3443265801244,0.98607009648961,4.9771595353287,0.164222863913905,0.350787863880448,0.311927489896478,-0.00577172112695113,-0.00577172112695113,-0.914960043352007,0.609938241576421,60.5672559569562,60.5672559569562,60.5672559569562,60.5672559569562,60.5672559569562,60.5672559569562,60.5672559569562,60.5672559569562,60.5672559569562,60.5672559569562,60.5672559569562,60.5672559569562
"298","umc2151",562.31,4.33405905104628,0.114517282842429,4.46028021890672,0.107513365441605,5.89097051836516,0.207439965032316,61.3479226058147,0.978432990156741,4.9693028897382,0.16199914219639,0.357877468126843,0.310983365471049,-0.0010584370763949,-0.0010584370763949,-0.917659042054048,0.609957914009407,59.9889258028793,59.9889258028793,59.9889258028793,59.9889258028793,59.9889258028793,59.9889258028793,59.9889258028793,59.9889258028793,59.9889258028793,59.9889258028793,59.9889258028793,59.9889258028793
