"SNP Name","Position (cM)","Mean LOD","Mean P Value","Variance LOD","Variance P Value","Joint LOD","Joint P Value","A Mean Est","A Mean Lower Bound","A Mean Upper Bound","A Standard Deviation Est","A Standard Deviation Lower Bound","A Standard Deviation Upper Bound","B Mean Est","B Mean Lower Bound","B Mean Upper Bound","B Standard Deviation Est","B Standard Deviation Lower Bound","B Standard Deviation Upper Bound"
"cdj2",810.75,7.69891155830453,0.0212913204664301,6.85173714819921,0.0325210218010515,11.7447905153672,0.0193534891577719,59.2322485207096,58.6896735634343,59.774823477985,11.712182518711,10.7823302996597,12.7222238179747,62.411764705882,62.0211870809398,62.8023423308242,10.6066409588576,9.92674916767316,11.3330991374778
"ufg53",813.65,10.6666573078263,0.00482797258589096,9.22743133967174,0.00991490925015054,16.2576639309283,0.00269220636175341,59.8445747800589,59.290387384158,60.3987621759598,10.6801711562371,9.79622067084692,11.6438838771746,60.846086191733,60.4605956567852,61.2315767266807,9.71002015202559,9.08158795421914,10.381938910688
"IDP3841",816.54,12.7913846249678,0.00166873018092765,6.50954725622545,0.038589555265157,16.322263799675,0.00261586053547839,57.7272727272751,57.1209385265369,58.3336069280134,13.429212739094,12.3278892802221,14.6289239538493,61.3989598811318,61.0425215487166,61.7553982135469,12.0386995136621,11.3794758116521,12.7361126627507
"csu696",819.95,15.0629162229856,0.000535956202764213,6.65086972369307,0.0359568790782956,17.9359587296474,0.00127017388200022,58.7717770034833,58.1892823541747,59.354271652792,10.026759280567,9.11413319663111,11.0307694106992,61.1249005568804,60.7572445735257,61.4925565402352,9.44570147268416,8.85579316768655,10.0749051633932
"rz403",824.25,13.5944692602513,0.00111685941068369,6.21395103829078,0.0447360542748846,16.0868861364244,0.00290476410247328,58.1046025104596,57.5802274646893,58.62897755623,12.3455764212684,11.4135016080328,13.3537684058422,61.5826017557854,61.2102016154423,61.9550018961285,11.625873349628,10.9555986461357,12.3371561433811
"IDP3803",827.04,11.7978449360545,0.00274239824907026,5.43824130996455,0.0659327065397186,14.9053611366794,0.00490158356152579,57.7802907916006,57.2035735925894,58.3570079906117,12.9272469277797,11.8899073014367,14.0550896567207,61.651315789475,61.2972815208235,62.0053500581265,11.8395292698316,11.1917487774805,12.5248034170721
"chrom7",831.45,13.0870464836914,0.00143940817156157,4.92467552396564,0.0852354576617332,15.3192515159487,0.0040828734914151,58.3318385650226,57.8177061591065,58.8459709709387,12.222638719506,11.2838960079027,13.2394783825497,61.6848772763264,61.3129082525596,62.0568463000931,12.152593033859,11.4659498886926,12.8803560873959
"glb1",837.75,14.8839099842321,0.000586138181184212,4.85197777587437,0.0883906673445525,17.4726985533453,0.00156404002325501,58.0070224719127,57.4914595330734,58.522585410752,8.17414483249537,7.44445474703569,8.97535763370938,62.1172791243187,61.7472239450066,62.4873343036309,7.92427967509799,7.39027433115623,8.49687109779411
"umc2047",840.75,15.7771255788381,0.000375008153554201,4.78030053554664,0.0916159159234043,18.3987874163538,0.00103116563718463,56.9059967585089,56.3507535996994,57.4612399173185,10.9303404505154,10.0062840190698,11.939731286508,62.1194464675891,61.7657038050549,62.4731891301233,10.4348325850528,9.83489988547471,11.0713614115071
"IDP2516",841.93,15.7797148065278,0.00037452297693263,4.79163213939037,0.0910983060131663,18.403355390098,0.00102904354177292,58.0369843527737,57.5101553712434,58.5638133343041,10.3635174094282,9.51859162583956,11.2834437401392,61.7640186915888,61.3946644352778,62.1333729478998,9.87945628016142,9.27692028842195,10.5211269857988
"gpm138b",842.79,10.9045570521866,0.00428652659246624,4.55975921359,0.102296521780315,13.1610760360432,0.0105149855689308,59.7953964194383,59.0810067975888,60.5097860412877,12.1106310628439,10.877871288277,13.4830961732726,62.6377358490576,62.2229483905783,63.0525233075369,10.1366797660474,9.40154096460194,10.9293015970756
"IDP3798",843.45,11.1953186229414,0.00370652940154528,5.00744239877252,0.0817801116019204,13.718563990346,0.00824963153448934,58.4461028192364,57.8743010248057,59.0179046136671,12.6909587737713,11.6606368387903,13.8123189002661,61.3164739884385,60.958068387934,61.674879588943,12.0750391415735,11.4186907388879,12.769114568798
"umc140a",844.55,11.34311679789,0.00344249631107561,4.97959143072072,0.0829269055379432,13.9142901581361,0.00757369058985567,59.8013698630134,59.2559322176702,60.3468075083565,11.1788750631852,10.2331906646724,12.2119534144636,61.733276157804,61.3490514053003,62.1175009103078,11.1303706331545,10.4554474383955,11.8488616734321
"bnlg1331",845.45,10.0496585801101,0.00657270842585816,3.56731143763326,0.168022779112228,12.1761035484002,0.0160886494868646,58.0645933014353,57.352397355499,58.7767892473716,5.88325952115556,5.07487623082574,6.82041118225176,61.99693877551,61.5943755966996,62.3995019543204,5.34681179816896,4.85479822553227,5.88868889641741
"AY110452",853.85,6.78938502426614,0.0335508690713786,4.51826093966268,0.104441260109609,8.4016958848319,0.0779236120945175,59.2503840245765,58.7449856484157,59.7557824007374,9.15969239546771,8.36736423608438,10.0270482331544,61.0837657524081,60.7078443018895,61.4596872029267,9.71839367051956,9.12638927184659,10.3487998070111
"IDP3993",857.65,5.58915151516513,0.0611408073551715,4.62713033345822,0.0989079987248876,7.26098810102278,0.122722388109173,59.1957511380885,58.6550957092317,59.7364065669454,6.42012283870042,5.75027431001128,7.16800191466378,60.9914728682176,60.6155939988781,61.3673517375571,6.2957041538998,5.81889617500404,6.81158240349661
"gpm129",864.62,1.25052227231655,0.535121670654583,0.673215610711204,0.714188886039026,1.9692071648946,0.741422682321657,60.1923664122125,59.679913964256,60.7048188601689,10.0657767258976,9.22630437879256,10.9816300152111,62.2053406998146,61.8124639113407,62.5982174882885,9.94991367290057,9.29925405453705,10.6460993018974
"AY112283",867.66,5.53673277349473,0.0627644538818889,4.65511219567997,0.0975338191699473,7.25083697574448,0.12321165413105,59.1366906474806,58.6385499830776,59.6348313118836,11.2400467131607,10.3683243141236,12.1850596380303,61.2940275650827,60.9165833455522,61.6714717846133,11.6481052326626,10.9819538144184,12.3546645527728
"IDP2347",870.75,2.29401445823193,0.317585810105639,3.64711274847596,0.16145055014825,5.26889461691873,0.26080291907355,59.2848751835524,58.7655231642772,59.8042272028277,8.69022373067659,7.92342904546157,9.53122543988342,61.0505359877476,60.6739313422621,61.4271406332332,8.72052259936395,8.15780183506738,9.32205953803845
"IDP340",872.97,5.16655854274721,0.0755259274780558,3.65300338844549,0.160975726213813,8.0670621582152,0.0891522820183698,58.3208092485547,57.7943072146214,58.8473112824881,12.4788169290743,11.5291511620643,13.5067074549025,61.5518316445827,61.1781210824906,61.9255422066748,12.0768463374135,11.3948165433861,12.7996986087639
"d8",875.24,7.89328817994244,0.0193194273680632,4.53632866452231,0.103502001089955,9.57813134750503,0.0481663437562057,59.3947772657457,58.866952436332,59.9226020951594,9.50285003499256,8.68056771420713,10.403024521053,62.9052823315126,62.5175529030576,63.2930117599677,9.12308700939432,8.50896014967028,9.78153794552729
"mmp195d",878.15,4.26885358973367,0.118312388211986,0.358043574853728,0.836087682999347,4.63697666665158,0.326613104457802,58.8377308707126,58.3457874336501,59.3296743077751,11.7043448896429,10.8375944827851,12.6404147630098,61.4529914529916,61.0610497809486,61.8449331250346,11.5920261944216,10.8959291074051,12.3325941246105
"tb1",881.15,5.07971929522868,0.0788774696548567,1.13442018442949,0.567105405479717,5.9107761653546,0.205911387253545,59.7935393258409,59.2900048613271,60.2970737903547,11.8455384143208,10.9484262722922,12.8161597690305,60.5982142857124,60.1740391516978,61.022389419727,11.8716885706551,11.1113450948463,12.6840619488987
"gpm350a",883.48,6.24990266661019,0.0439390719407832,5.41136929083325,0.0668245570546639,8.97809626476691,0.0616493080071606,59.4663677130026,58.9221403192985,60.0105951067068,12.0334379915545,11.0840556636805,13.0641377389569,62.5204170286688,62.1509286626905,62.8899053946471,10.7897359502112,10.1344561409573,11.4873852386402
"IDP437",885.15,5.78981045336512,0.0553042662151061,5.50276320142648,0.0638395994133864,8.51383373140536,0.0744690141168343,58.0909090909102,57.5048741850569,58.6769439967636,11.1371569572095,10.1624933961798,12.2052984689907,61.3692088382051,61.0124061558762,61.7260115205339,10.6636436744174,10.0579483455125,11.3058143180539
"chb101b",886.32,5.36156598003931,0.0685094909004968,5.53543176617713,0.0628052956712083,8.14951283059537,0.0862523576383037,59.0442477876113,58.4942352613153,59.5942603139072,7.34665645382582,6.63093271282335,8.13963334994536,61.0336648814085,60.6689086837194,61.3984210790976,6.90601259462612,6.41454440984876,7.4351359831429
"IDP3977",888.35,5.8506413334316,0.0536474861910187,5.56459329716199,0.0618961902162317,8.7320218164439,0.0681580420013219,59.0794326241136,58.5426329102145,59.6162323380128,10.4126837162263,9.56034391777483,11.3410127404077,61.1965678627146,60.8281015147019,61.5650342107274,9.7265331532232,9.12964653784033,10.3624435829615
"AI665421",888.36,5.85543612575125,0.0535190259601992,5.57524653204328,0.0615673694186789,8.74280519841937,0.0678596597841796,59.5272727272729,58.9732157840005,60.0813296705453,13.4385228031931,12.4108206035557,14.5513258873633,61.5012744265083,61.1138146036424,61.8887342493741,12.5683277467915,11.8414426583831,13.3398325616127
"AY110019",889.36,6.14799497652243,0.0462359572450774,5.65779728332779,0.0590778837719234,9.17441721085365,0.0568847039137406,59.4751131221737,58.9316847127979,60.0185415315495,11.6554280542532,10.722400010804,12.6696451345772,62.3606694560689,61.9984304906741,62.7229084214636,10.5108792157804,9.87752748712287,11.1848417564774
"IDP1636",889.37,6.14821034166602,0.0462309787063475,5.65797053212495,0.0590727664074197,9.17473164372305,0.0568773618127787,58.962589928058,58.4208566970296,59.5043231590863,10.2428822606643,9.39236061651902,11.1704225688809,61.243034055728,60.8764767297573,61.6095913816986,9.54525438716486,8.95726867484739,10.1718374900976
"gpm266",889.75,6.21010723020848,0.0448221153524565,5.82021977346305,0.0544697440381748,9.33219347756398,0.0533118703707907,59.4823348694324,58.9273909015602,60.0372788373047,11.855342973439,10.9002093788544,12.8941703900225,62.5648330058948,62.169383803143,62.9602822086466,10.6459347006745,9.95432969019847,11.3855909115228
"gpm277",889.76,6.21013696511409,0.0448214489667255,5.8206408470272,0.0544582773606655,9.33255295110425,0.053303979954054,59.4823348694322,58.9274109568271,60.0372587820374,12.1318915949232,11.1631373988734,13.1847157668973,62.5680000000007,62.1933186941161,62.9426813058854,10.8430432608583,10.1778894322844,11.5516667712961
"bcd808a",890.17,5.58441593358453,0.0612857475220185,5.61514838704006,0.0603512153356227,8.50707272297584,0.0746731328420435,58.8046875000006,58.2384944299466,59.3708805700545,10.0210072781067,9.14667157702773,10.9789212416982,61.1165919282518,60.7573142759891,61.4758695805145,9.30095513032478,8.73185171555799,9.90715018467153
"gpm801a",890.35,5.5054206355689,0.0637548309769326,5.61394683971058,0.0603874836498646,8.43468229123535,0.0768920158800388,59.6530612244883,59.0915889515835,60.2145334973932,11.4011223103146,10.4584010134196,12.428820597715,62.2796610169477,61.9137173180866,62.6456047158087,10.2132520505139,9.5857171378103,10.8818689251614
"gpm660a",890.57,5.39678002994173,0.0673137997559831,5.59210338547181,0.0610506340496375,8.33204755034727,0.0801447841404777,59.6530612244891,59.0915908130431,60.2145316359351,11.1568490484987,10.2263978066476,12.1719576183583,62.1780016792605,61.816571199854,62.5394321586671,9.93376043404406,9.32085123228782,10.5869725738298
"nfa103a",890.58,5.39172831152068,0.0674840398478337,5.59110163292654,0.0610812205230423,8.32747852659084,0.0802925625742193,59.3578792341666,58.8106448727102,59.905113595623,12.8927105474221,11.9042934194561,13.9631962521975,61.5462962962948,61.1846681395874,61.9079244530023,11.8111713044151,11.1485734131825,12.5131496570929
"umc2189",890.68,5.33799910744655,0.0693215431088974,5.57641407558831,0.0615314386150191,8.27694281546862,0.0819442808930143,60.7902097902098,60.2146339030233,61.3657856773964,11.959802863244,10.9485438361654,13.0644665325426,60.624699278268,60.2408727858811,61.0085257706548,11.7855899985625,11.1010967420946,12.5122890864932
"gpm521a",891.3,4.68464993416357,0.0961039397890634,5.60821728264975,0.0605607284520411,7.90743559606484,0.0950284049067571,59.5112016293252,58.8670101139531,60.1553931446973,11.4419572461508,10.3693875861975,12.6254693958018,62.2349849849821,61.8930272376583,62.5769427323059,10.1160522364865,9.52922394041192,10.739018569743
"gpm663a",894.95,1.96606333428746,0.374175003525925,3.39982392474938,0.182699607784352,4.00545485191561,0.405268119150109,60.4744186046506,59.9338334857481,61.0150037235531,10.7209608291945,9.82823672401169,11.694773368687,62.1233000906612,61.7292021429834,62.517398038339,10.2668420664256,9.60645592324109,10.9726257903199
"umc2149",897.18,2.47761651247342,0.289729295357063,3.82498090730406,0.147712058098772,4.57396265970677,0.333867285028721,60.1244019138763,59.5646760229131,60.6841278048396,11.0107714069456,10.084353726292,12.0222961497194,60.7563805104416,60.3837371498272,61.129023871056,10.5701558675093,9.94263539875532,11.2372817248661
"AY104234",897.19,2.482026194226,0.289091192080198,3.82820229093802,0.147474330999465,4.57827217024934,0.333367050281942,61.2137931034475,60.4117838179719,62.015802388923,7.27824039491368,6.23536438528735,8.49553930980283,60.9409340659332,60.5944652881118,61.2874028437547,7.10057018570809,6.62701989339997,7.60795919933473
"mmp83",897.69,2.74353146431974,0.253658670617839,3.89461503811173,0.142657657980901,4.69001641337666,0.320607046581729,59.6580152671763,59.1138197656904,60.2022107686622,10.4187297679914,9.54289269975362,11.3749502790945,60.8417104276076,60.4766890353964,61.2067318198189,10.0179504708032,9.41991964459507,10.6539477428611
"IDP527",900.59,4.37212694393253,0.112358180319797,4.5874325771102,0.100890824880693,6.09225465500608,0.192363759384214,59.7372488408021,59.1816898316882,60.292807849916,11.4645939305794,10.5266568142122,12.4861023127137,60.7580645161273,60.3860514936854,61.1300775385692,10.9344861333323,10.2959836395886,11.6125851774192
"adh1",900.6,4.37596403889088,0.112142822469368,4.58610323511816,0.100957906376849,6.0954268401777,0.192134182080842,59.5936352509169,59.1235300781922,60.0637404236417,11.7332552524493,10.8984155379198,12.6320453042119,60.6948275862058,60.2946176989964,61.0950374734152,11.8934066941571,11.1790412147693,12.6534217089869
"gpm85",902.62,4.08688781347131,0.12958167434311,4.60776838739486,0.0998701742762644,5.90263228999622,0.206538711281153,59.949416342413,59.3261008486224,60.5727318362036,9.87605639159939,8.91843738650927,10.9364999296393,61.4137587238291,61.0251149299626,61.8024025176955,8.76392941832773,8.14685115288704,9.42774790014567
"BE639426",905.6,4.29264919956656,0.116913071404013,4.65859281242563,0.0973642278612021,6.08778372651527,0.192687744873932,60.587064676618,60.1279140358966,61.0462153173394,9.89190295518424,9.14074993046417,10.7047829575416,60.0667222685583,59.6710345585522,60.4624099785644,10.3535345064429,9.7051620585519,11.0452227514992
"gpm862",905.85,1.92596989268017,0.381751675330084,2.62747422174144,0.268813590727067,3.02542021505967,0.55358043718743,60.305514157973,59.7778604661967,60.8331678497494,11.5967721189125,10.6798424697905,12.5924257739191,61.5471349353049,61.1552383412175,61.9390315293922,10.9775298898843,10.2880756931734,11.7131877794469
"hxa102b",911.9,4.06099427747029,0.131270245400525,4.50966870033956,0.104890917459939,5.65201141954837,0.226687163492413,60.3290937996811,59.7771484456496,60.8810391537126,12.8051033084271,11.7950204921429,13.9016859571137,60.4404674945205,60.076359566928,60.8045754221131,12.4721386933138,11.7964906305563,13.1864847315121
"mmp172",913.7,4.06204757244728,0.131201130456674,4.49486596677191,0.105670133687771,5.64481222897568,0.227290574262232,59.8947368421062,59.3949391966762,60.3945344875362,9.59003154226319,8.80413304470729,10.4460830515153,60.8606060606071,60.4871447456721,61.2340673755422,9.67633926970493,9.08339418550011,10.3079905760226
"npi407",915.2,4.22066341923728,0.121197757303018,4.6044817874693,0.100034425850276,5.87014912089355,0.209057753900198,58.8490878938647,58.2819379139602,59.4162378737691,8.18901473628015,7.39496797817171,9.06832356123237,60.9527559055124,60.5784075008127,61.3271043102121,7.91253989091309,7.37553914690332,8.48863876637107
"vef101b",922.53,4.46546568376441,0.10723497310686,5.19360837450744,0.0745113223528326,6.72454280599574,0.151180843861432,61.1531531531512,60.6539136826008,61.6523926237016,10.5772785000074,9.72543143824144,11.5037385412846,60.1870503597102,59.8178141353475,60.5562865840728,11.2440965322862,10.6092225118838,11.9169624999147
"lim99a",924.8,4.58022066600615,0.101255289437391,5.28381031935952,0.0712254443683497,6.92347568482123,0.139987870206567,61.2706645056743,60.7542374891786,61.78709152217,10.7523088420822,9.86148637015876,11.7236024160989,60.1695621959711,59.8069104489691,60.5322139429731,11.4755943266571,10.843790656324,12.1442094673051
"npi282b",926.4,4.59260404807012,0.100630284884118,5.28004697327923,0.0713595935396477,6.93282301003928,0.139481093955721,60.4934579439248,59.9381800852746,61.0487358025749,9.08072323165653,8.21628626380179,10.0361077696667,60.0527065527061,59.68548464243,60.4199284629822,9.6379921381092,9.06083509962723,10.2519129233547
"IDP1420",928.48,4.1249077498142,0.127141597214772,4.46393416621138,0.107317120677263,5.70705218523271,0.222120001633187,58.4965229485402,57.971169338442,59.0218765586383,13.5677098045993,12.5792108154579,14.63388697768,61.5504731861205,61.1793624533489,61.9215839188922,12.7392048263496,12.0338151893961,13.4859424923437
"lim78",929,4.13953826825624,0.126214917058601,4.47975350312439,0.106471626032204,5.72993346583022,0.220245232957641,60.8355481727575,60.263228774409,61.407867571106,12.7453405156765,11.7114180596685,13.8705410423325,60.2940756602427,59.9376349403267,60.6505163801587,12.1320004444543,11.4775106413126,12.8238116595121
"gpm623",934.56,4.51257439051166,0.104738637852062,5.11505313920777,0.0774961850028699,6.71370644504688,0.151813396990706,60.9389002036658,60.3532649462978,61.5245354610338,10.5190176433692,9.53428000743633,11.6054628241682,61.4642301710728,61.093716797853,61.8347435442925,10.7496281028725,10.1161868649268,11.4227332781583
"mmp165",938.2,0.306520985839686,0.857906214206893,1.56290015424456,0.457741768953226,1.86193009744205,0.761134538114642,60.7631160572324,60.2555567515489,61.2706753629159,11.2739375124754,10.3684469653697,12.2585057781281,60.5031892274969,60.1349443560418,60.871434098952,12.2024696787451,11.5390480420734,12.9040338265146
"IDP3843",940.48,4.10526094575192,0.128396714908806,6.21306745710185,0.0447558226093072,7.35045618967731,0.118487223480662,59.5491009681881,59.076888914896,60.0213130214802,7.79135869374306,7.10614088538987,8.54264941740387,60.9580696202531,60.5617701710799,61.3543690694264,8.47475518659391,7.90479564955696,9.08581052019045
"mmp87",940.9,4.11400130548794,0.127836822476601,6.22113968547412,0.0445755470498603,7.36328362723593,0.11789121926526,60.0692717584362,59.5176890403735,60.6208544764988,11.1509232256077,10.1925073359803,12.1994603177235,60.5014947683101,60.1205165670798,60.8824729695404,11.8271890707121,11.1574242760745,12.5371589224522
"IDP2395",944.11,5.84049278333316,0.053920400126249,7.9528856728831,0.0187522255719022,10.6005672264093,0.031439539362405,59.2251851851832,58.7451452877247,59.7052250826418,8.37315562378247,7.64181710313083,9.17448483180214,61.0731707317054,60.683122957718,61.4632185056928,9.30042865997679,8.71028886964696,9.93055162162763
"lim39",948.7,5.78118931059592,0.0555431737465547,7.86156632605772,0.019628294377566,10.4932622545449,0.0328899273229587,59.93092621664,59.440494216067,60.4213582172129,9.20869820792536,8.41795416921363,10.0737211179863,60.7570162481531,60.3737184756926,61.1403140206137,10.333325531147,9.71618424019001,10.9896656849074
"gpm610a",949.3,2.58991645049954,0.273909306585313,5.02940128372865,0.0808871228009856,6.80351425695252,0.146643131613002,59.5883392226134,59.0518037219338,60.1248747232929,9.73416174710978,8.86032670895445,10.6941773177658,62.1604631927196,61.7759942994751,62.5449320859641,10.1445895519542,9.51228697602664,10.8189226667556
"bnl7.25a",949.7,3.78667091707773,0.150568754506421,6.25344963010382,0.0438612158573018,8.18246700216025,0.085118288393747,59.0802139037447,58.562400786641,59.5980270208484,8.35344810160318,7.56081081957521,9.22918147951998,60.8580246913593,60.4680770948251,61.2479722878935,9.36579234725072,8.77117773424701,10.0007170017004
"gpm164b",949.97,1.21652450309623,0.544295897078725,1.71799589516523,0.423586325426698,2.87061836372209,0.579705270261974,60.1860095389519,59.6633484888349,60.708670589069,7.61638378604353,6.88436460245243,8.42623906869227,62.0306643952312,61.643151485162,62.4181773053004,7.69393095531327,7.14539038480321,8.2845821371813
"IDP195",950.91,5.62825186710216,0.0599571023349311,5.26818321967738,0.07178414781401,8.38405228101513,0.078480732800459,59.2737127371292,58.7772992686688,59.7701262055896,9.67496332565467,8.89211093842867,10.5267372394371,61.1034761519824,60.7144572079183,61.4924950960465,9.79788088169092,9.17968774606093,10.4577053629082
"IDP2450",951.38,7.77315930416186,0.020515395963981,4.83822465234171,0.0890005858959721,10.2601941210086,0.0362655698426853,58.1277258566963,57.5977093759075,58.6577423374852,11.51028951802,10.5839851666199,12.517663498479,61.5516728624521,61.1817787511243,61.9215669737798,11.620065777268,10.9656595223607,12.3135255469764
"IDP823",951.82,6.83545175066613,0.0327869117469059,4.51610301859585,0.104554008922149,9.4928619799363,0.0498941246686461,58.4433701657459,57.9406418433836,58.9460984881083,12.2813399630807,11.369148694348,13.2667199052245,61.5930324623913,61.2122025061216,61.9738624186609,12.2876095346837,11.5901813550231,13.0270047941411
"umc257",961.7,4.81880197972579,0.0898691109608354,0.573545924493033,0.750682142678402,5.26058385432048,0.261589483364885,58.5651515151502,58.0543344212205,59.0759686090799,10.8643444688251,9.98904264761698,11.8163456600566,61.8369565217378,61.4614240644116,62.212488979064,11.1358893092366,10.4860378646366,11.8260140110478
"AY109834",968.5,6.11420713265418,0.0470236991874224,4.49878750392742,0.105463142007737,8.31387991991848,0.0807339105090884,59.4276422764225,58.8901834252929,59.9651011275522,12.2952409966104,11.3134181133544,13.3622703280349,60.6986547085199,60.3003082586747,61.0970011583652,12.2710017301603,11.5355227191763,13.0533732304372
"IDP870",971.46,6.49209021828206,0.0389278592288186,5.73331143489286,0.056888861231362,9.67930445328287,0.0461905068332951,58.4433701657459,57.9406418433836,58.9460984881083,12.2813399630807,11.369148694348,13.2667199052245,61.5930324623913,61.2122025061216,61.9738624186609,12.2876095346837,11.5901813550231,13.0270047941411
"AY110426",985.8,3.00513366740008,0.222558156566961,2.57746875910241,0.275619391978522,5.24124996222822,0.26342717538185,59.7607361963198,59.3194125837912,60.2020598088485,11.5231496964405,10.7162334634422,12.3908255059538,59.4439411098536,58.9689738854678,59.9189083342394,12.8574004797169,11.9911954477866,13.7861773511781
"ufg14",993.5,4.48056927813407,0.106428206442081,3.35392738654554,0.186940724572419,7.09797428470222,0.130800431603264,59.2184343434327,58.7536851423618,59.6831835445037,7.93158392142241,7.26188345375249,8.66304504929207,60.967479674795,60.5449536538012,61.3900056957888,8.40645756135548,7.80204235343395,9.05769611719258
"IDP3913",999.38,6.65938224583932,0.0358041624450423,4.77038619279049,0.092071199245997,8.44606079573041,0.0765391711189666,58.9155313351511,58.425975846712,59.4050868235903,10.6638627552088,9.83799070883892,11.5590644703252,61.3415802075034,60.9534206228204,61.7297397921863,11.0143545257475,10.3553505824467,11.7152968074781
"mmp195g",999.4,6.60868966598922,0.0367232638272806,4.77305895223509,0.0919482393411783,8.40186510156481,0.0779182869525283,59.0446009389661,58.3967969423546,59.6924049355776,9.37702077050375,8.38151089378174,10.4907718482706,61.2024489795907,60.8131071312942,61.5917908278872,9.53209496302053,8.92163595082229,10.1843243643748
"npi238",1004.6,7.6717950264459,0.021581959680926,4.76698408050738,0.0922279508087409,9.46357150983568,0.0505011776752343,58.9806451612909,58.4575866192142,59.5037037033677,9.6185420292662,8.78141689492464,10.5354696031151,61.5724346076466,61.1296560001226,62.0152132151706,10.225650707519,9.51611384939959,10.9880917827377
"jpsb239b",1005.1,8.02270608568274,0.0181088765673318,5.00297429378375,0.0819630168981792,9.9188740095489,0.0418166375786947,59.0014124293789,58.5182771504197,59.4845477083381,5.89122380472348,5.28699590413141,6.56450629935612,61.0423370025405,60.6327514110152,61.4519225940659,6.27424714476396,5.76997149612051,6.82259474939293
"IDP1975",1006.1,7.70811750861717,0.021193542255255,5.653118691822,0.0592162461867289,10.1640159484196,0.0377536517132722,58.709762532982,58.2294870393327,59.1900380266313,11.7761558718201,10.9138779884274,12.7065601488721,61.5158665581778,61.1238072608219,61.9079258555338,12.2195523007238,11.5111792236339,12.9715171251574
"IDP3856",1010.93,1.10312678157434,0.576048517082674,3.54512568083511,0.169897011466034,4.008720162006,0.40482699049545,59.544159544162,58.8544062278874,60.2339128604366,11.3661425404767,10.1581130197069,12.7178341095246,60.6387530562374,60.2987343608203,60.9787717516545,12.0589315235293,11.447350700342,12.7031863787333
"gpm217a",1014.67,4.05292268086874,0.131801096116538,4.67615549260466,0.0965129824715243,5.76620144396947,0.217302098990468,60.1461538461531,59.5545396966596,60.7377679956465,10.2218640767805,9.26622117775657,11.2760642337131,61.3682432432425,60.9848090629251,61.7516774235598,10.0204266243056,9.38936954838822,10.6938968815355
"umc1129",1017.6,4.73972016181172,0.0934938069316941,4.37436934947372,0.112232274612827,6.27088883441303,0.179810885312342,60.0751879699242,59.510636464557,60.6397394752915,10.3662691403899,9.42541736460073,11.4010374006978,60.605187319884,60.2437183738172,60.9666562659508,10.6889182896854,10.0774663943916,11.3374701271299
"IDP691",1018.18,4.73514625611555,0.0937078675396961,4.403248361829,0.110623340055516,6.28271883345793,0.179006113290825,59.5342019543962,58.9838413429097,60.0845625658827,12.7735994999321,11.7588967240837,13.8758633580378,60.4636913767006,60.0945004553402,60.8328822980611,12.5782176213962,11.8883414103188,13.3081271029008
"bnl8.29a",1019.9,4.75942486278402,0.0925771959782208,4.43583720923766,0.108835402744282,6.3238261475602,0.176234773640912,58.9021207177823,58.3465769239505,59.4576645116141,11.7288417307233,10.7624338169663,12.7820278093132,60.6753144654099,60.2986194723361,61.0520094584836,11.4725223163907,10.807721470887,12.1782161628264
"IDP806",1020.8,4.62427326948829,0.0990493929336646,4.50358673221711,0.105210374553884,6.22086751158468,0.183249769481121,59.5421875000008,59.0157359984278,60.0686390015738,10.0770880653116,9.22282700178271,11.0104747553454,60.87453600594,60.5003052368283,61.2487667750516,10.3578998543053,9.74437033121603,11.0100587051919
"umc1111",1021.1,4.23090190260101,0.120578902078323,4.58010300425532,0.101261246549938,5.89622198463551,0.207033687463936,60.239999999999,59.7414309496473,60.7385690503507,8.95395144123727,8.19201007230358,9.78676121054747,61.0911251980972,60.7134469590208,61.4688034371736,9.08416982955169,8.50196366060375,9.70624490840001
"hon110",1023.27,4.22635207988877,0.120853520639978,4.57892380342169,0.101320967827226,5.89089305146322,0.207445963503912,60.3278688524593,59.8203691202845,60.8353685846341,11.7396666913425,10.8290534523456,12.7268532407109,60.6342182890858,60.2636302195925,61.0048063585791,12.1666304479101,11.4948618595215,12.8776577104664
"npi241a",1024.2,4.23540103475251,0.120307956739738,4.6006643687137,0.100225544834274,5.91169128061005,0.205841001325237,59.2933104631222,58.7438495139143,59.8427714123302,12.3340339417912,11.3265277063224,13.4311588883803,61.31532416503,60.8816851351074,61.7489631949525,12.8477295245284,12.0453605700038,13.7035461060829
"IDP538",1024.98,4.9111082499678,0.085815629679281,4.50421000095105,0.105177592493684,6.50235413166384,0.164642114373425,59.3557377049194,58.8162328175612,59.8952425922775,9.54418504640653,8.6971426327347,10.4737236178232,60.8952380952394,60.5231033779716,61.2673728125072,9.80830843098181,9.21747820897867,10.4370102208171
"umc2241",1029.5,0.751017657713536,0.686939655129823,1.21016119994551,0.5460304148295,1.95078536294965,0.744810484025655,59.9921259842534,59.4583659956708,60.5258859728359,8.92925264388323,8.1265189411654,9.81128000261102,61.4221183800639,61.044793511963,61.7994432481649,8.96857663877987,8.39370168209287,9.58282411885912
"umc1118",1032.8,8.50670241180268,0.0142165115325626,8.84256014656544,0.0120188374408643,12.0720487621496,0.0168234574610939,59.1564986737386,58.658542063693,59.6544552837842,11.2977928778191,10.444274994497,12.2210612012181,61.2554076539086,60.8664174936658,61.6443978141514,11.1543177694992,10.4814935911845,11.8703316297984
